dataset,column_name,column_group,data_type_sample,missing_percentage_sample,sample_values,total_rows_in_file
train_transaction,V150,anonymous_transaction_feature,float64,86.18,"['1803.0', '1804.0', '1805.0']",590540
train_transaction,V151,anonymous_transaction_feature,float64,86.18,"['49.0', '49.0', '49.0']",590540
train_transaction,V152,anonymous_transaction_feature,float64,86.18,"['64.0', '64.0', '64.0']",590540
train_transaction,V153,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V154,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V155,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V156,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V157,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V158,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V159,anonymous_transaction_feature,float64,86.18,"['15557.990234375', '15607.990234375', '15622.990234375']",590540
train_transaction,V160,anonymous_transaction_feature,float64,86.18,"['169690.796875', '169740.796875', '169755.796875']",590540
train_transaction,V161,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V162,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V163,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V164,anonymous_transaction_feature,float64,86.18,"['515.0', '515.0', '515.0']",590540
train_transaction,V165,anonymous_transaction_feature,float64,86.18,"['5155.0', '5155.0', '5155.0']",590540
train_transaction,V166,anonymous_transaction_feature,float64,86.18,"['2840.0', '2840.0', '2840.0']",590540
train_transaction,V167,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '3.0']",590540
train_transaction,V168,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '3.0']",590540
train_transaction,V169,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '3.0']",590540
train_transaction,V170,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '4.0']",590540
train_transaction,V171,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '4.0']",590540
train_transaction,V172,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '2.0']",590540
train_transaction,V173,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '1.0']",590540
train_transaction,V174,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '2.0']",590540
train_transaction,V175,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '2.0']",590540
train_transaction,V176,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '4.0']",590540
train_transaction,V177,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '0.0']",590540
train_transaction,V178,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '0.0']",590540
train_transaction,V179,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '0.0']",590540
train_transaction,V180,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '1.0']",590540
train_transaction,V181,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '1.0']",590540
train_transaction,V182,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '1.0']",590540
train_transaction,V183,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '1.0']",590540
train_transaction,V184,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '1.0']",590540
train_transaction,V185,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '1.0']",590540
train_transaction,V186,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V187,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V188,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V189,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V190,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V191,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V192,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V193,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V194,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V195,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V196,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V197,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V198,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V199,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V200,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V201,anonymous_transaction_feature,float64,84.35,"['1.0', '1.0', '1.0']",590540
train_transaction,V202,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '166.21539306640625']",590540
train_transaction,V203,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '166.21539306640625']",590540
train_transaction,V204,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '166.21539306640625']",590540
train_transaction,V205,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V206,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '31.84129905700684']",590540
train_transaction,V207,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V208,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V209,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V210,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V211,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '0.0']",590540
train_transaction,V212,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '0.0']",590540
train_transaction,V213,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '0.0']",590540
train_transaction,V214,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '75.88749694824219']",590540
train_transaction,V215,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '75.88749694824219']",590540
train_transaction,V216,anonymous_transaction_feature,float64,84.35,"['0.0', '0.0', '75.88749694824219']",590540
train_transaction,V217,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '3.0']",590540
train_transaction,V218,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '3.0']",590540
train_transaction,V219,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '3.0']",590540
train_transaction,V220,anonymous_transaction_feature,float64,84.09,"['0.0', '0.0', '3.0']",590540
train_transaction,V221,anonymous_transaction_feature,float64,84.09,"['1.0', '1.0', '4.0']",590540
train_transaction,V222,anonymous_transaction_feature,float64,84.09,"['1.0', '1.0', '4.0']",590540
train_transaction,V223,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '2.0']",590540
train_transaction,V224,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '2.0']",590540
train_transaction,V225,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '2.0']",590540
train_transaction,V226,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V227,anonymous_transaction_feature,float64,84.09,"['0.0', '0.0', '2.0']",590540
train_transaction,V228,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '4.0']",590540
train_transaction,V229,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '4.0']",590540
train_transaction,V230,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '4.0']",590540
train_transaction,V231,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V232,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V233,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V234,anonymous_transaction_feature,float64,84.09,"['0.0', '0.0', '1.0']",590540
train_transaction,V235,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '1.0']",590540
train_transaction,V236,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '1.0']",590540
train_transaction,V237,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '1.0']",590540
train_transaction,V238,anonymous_transaction_feature,float64,84.09,"['0.0', '0.0', '1.0']",590540
train_transaction,V239,anonymous_transaction_feature,float64,84.09,"['0.0', '0.0', '1.0']",590540
train_transaction,V240,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V241,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
